Easting,Northing,Up
-76.4732354367044,-55.26413925705985,-231.93560318409232
-76.89829310136452,-55.8546631815033,-231.93561344978315
-77.32253116997258,-56.44572652079323,-231.9356237927435
-77.74591511340384,-57.037352097555754,-231.9356342123998
-78.1684104104526,-57.62956274406869,-231.9356447092386
-78.58998253553851,-58.22238128277607,-231.9356552852752
-79.01059695827392,-58.81583054134565,-231.93566593783166
-79.4302191590178,-59.40993334702992,-231.93567666791435
-79.84881460677897,-60.004712523350975,-231.93568747296132
-80.26634877795688,-60.600190896100614,-231.93569835594673
-80.68278715115738,-61.19639129654938,-231.9357093140266
-81.0980952009886,-61.793336543661724,-231.93572034921624
-81.51223839391436,-62.39104946879861,-231.9357314585499
-81.92518221462997,-62.98955289745315,-231.9357426438416
-82.33689213312456,-63.588869654446924,-231.93575390546627
-82.74733362117867,-64.1890225669418,-231.93576524142748
-83.15647215698303,-64.79003446157438,-231.93577665121745
-83.56427321742726,-65.39192816291663,-231.93578813789128
-83.97070227221792,-65.99472649577478,-231.9357996979382
-84.37572479965911,-66.59845229177694,-231.9358113303764
-84.77930627396299,-67.20312837198492,-231.9358230390832
-85.18141216455345,-67.80877756605045,-231.93583482027043
-85.58200795237384,-68.4154226986403,-231.9358466753028
-85.9810591113728,-69.02308659641068,-231.93585860286507
-86.37853111429203,-69.63179208258721,-231.93587060548214
-86.77438943589121,-70.2415619878583,-231.93588267875037
-87.16859955187208,-70.85241913560985,-231.93589482576016
-87.56112693746537,-71.46438635306602,-231.93590704599362
-87.95193706445157,-72.07748646664093,-231.9359193368989
-88.34099191166099,-72.69174314210652,-231.93593169957313
-88.728224528773,-73.30718697931032,-231.93594413461858
-89.11355370416533,-73.92385200722494,-231.93595664033865
-89.49689812625206,-74.54177227271703,-231.93596921671232
-89.87817648829288,-75.16098182229254,-231.9359818610796
-90.25730746686155,-75.78151470628997,-231.93599457421112
-90.6342097595541,-76.40340497095146,-231.93600735536484
-91.00880204720553,-77.02668666958826,-231.93602020286914
-91.38100302207613,-77.65139384815357,-231.9360331171524
-91.75073137050595,-78.27756055190616,-231.93604609723465
-92.11790578004207,-78.9052208332744,-231.93605914107133
-92.48244494087078,-79.5344087407165,-231.9360722511849
-92.84426753816345,-80.16515832092358,-231.9360854231033
-93.20329225846771,-80.79750362315403,-231.93609865592737
-93.55943779157387,-81.43147869609382,-231.93611195265396
-93.91262282512324,-82.06711758744036,-231.93612530901794
-94.262766049698,-82.70445434617184,-231.93613872762262
-94.60978614622744,-83.34352302124235,-231.93615220485367
-94.95360181013938,-83.98435766089547,-231.93616574039766
