s_m,x_m,y_m
1033.290748883069,-106.07456785272655,-466.7030879852321
1035.328226598718,-105.44780608960177,-468.64176927261565
1037.3688210384794,-104.81475730253044,-470.5816854823455
1039.408472771201,-104.18843363245621,-472.52279285987504
1041.4432456695126,-103.58184722032271,-474.46504765065765
1043.4695553647405,-103.00801020707362,-476.4084061001466
1045.4844068331208,-102.47993473365261,-478.3528244537953
1047.4856463437904,-102.01063294100328,-480.2982589570571
1049.4722310414581,-101.61311697006933,-482.2446658553854
1051.4445160750067,-101.30039896179439,-484.19200139423344
1053.404553888719,-101.08549105712211,-486.1402218190548
1055.3563927075477,-100.98140539699617,-488.0892833753026
1057.306351648462,-101.0011541223602,-490.0391423084303
1059.263239845168,-101.15774937415787,-491.98975486389133
1060.7261336782055,-101.37,-493.43716912337925
1062.715275740524,-100.99326151085808,-491.4840295341835
1064.7196195394854,-100.55884256281395,-489.52732969976444
1066.7374032911368,-100.07829995518027,-487.5676026599251
1068.7661097319692,-99.56319048726965,-485.6053814544686
1070.8026717511163,-99.02507095839475,-483.64119912319785
1072.8436652750192,-98.47549816786815,-481.675588705916
1074.8854929361553,-97.9260289150025,-479.7090832424262
1076.924562840338,-97.38821999911046,-477.74221577253127
1078.957467061635,-96.87362821950461,-475.77551933603445
1080.9811644540248,-96.39381037549761,-473.8095269727387
1082.9931719757055,-95.96032326640207,-471.84477172244715
1084.991767866222,-95.58472369153061,-469.8817866249628
1086.9762084835995,-95.27856845019589,-467.9211047200887
1088.9469580997966,-95.05341434171052,-465.96325904762796
1090.9059271513868,-94.92081816538712,-464.00878264738355
